author_id,text,textSanitized,textLanguageQualityFRE,textLanguageQualityFKGL,textLength,textSanitizedLength,textWordCount,textSanitizedWordCount,tokenizerId,model_id,processingTime,FREloss,FKGLloss,semanticSimilarity,utilityLoss,textPropnCount,textNounmodCount,textNounCount,textNamedEntityCount,textSanitizedLanguageQualityFRE,textSanitizedLanguageQualityFKGL
0,"George Washington's Favorite Play ! Okay , the Broadway Theater Archives were to American public television that Masterpiece Theater is and was to television . This classic comedy drama play about manners , classes , and the problems that arise can be both funny and tragic often at the same times has a first rate cast featuring Blair Brown as Lady Teazy , an unsatisfied married wife , whose husband deplores her youthful behavior . They travel to England and meet and socialize with the British gentry . Mind you that this play was written before or during the American Revolution . There is still that British type of humor and fun with an American cast such as Blair Brown and Larry Gates in roles . The costumes and art direction are first rate and the story and dialogue may be dated but it's worth watching . It's like being at the theater without all the troubles of being there .
","The Broadway Theater Archives were and are known for being the equivalent of Masterpiece Television for American public television. This play, which is a comedy-drama about manners, classes, and the issues that arise, has resounding performances from renowned actors like Blair Bronson as Lady Teachy, an unhappy married woman who meets and socializes with the British gentrification.",61.16,9.3,890,384,139,52,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,43.91644906997681,0.2706999999999999,0.315,0.7135263681411743,0.0473142854191736,9,19,26,9,34.09,15.6
0,"An okay movie of the week ! Linda Lavin gives an exceptional heartwarming performance in a typical television Holocaust film of the week . Her Lena is portrayed admirably by Ms . Lavin . The children were well-acted and performed also admirably . Since reading the book , I have gained a little knowledge more as to the conditions to postwar Poland . The film itself should be seen and book should be read to gain further understanding about the Holocaust . There is nothing really special about this film except Lavin can do more than play television's Alice . I hope this book and movie can inspire teachers to help students understand the subject a lot better than some other movies or books .
","Linda Lavine's portrayal of Her Lenna in this TV-based movie of the weekend is quite impressive. The children were well-acted and performed well, as well. Since reading the book, I have gained a better appreciation of postwar Polish life.",73.78,6.5,697,238,114,39,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,27.03723287582397,-0.0141999999999999,-0.025,0.7149258852005005,0.2085601186409912,8,16,22,10,75.2,6.0
0,"Poor Reefer ! Reefer is the homeless guy played beautifully by Charles Haid I believe . Anyway it's a small role but he does a very good job in making us like this drunk homeless guy who lives across the street from the practice . Anyway , Sean hasn't recovered from his loss . He is devastated when his daughter Annie can't come to Miami for Christmas and begins drinking . He performs surgery intoxicated allowing a woman to experience an orgasm at the drop of a hat . Anyway , Christian's life is getting better with a new home , his son Wilbur , and his new fiancé Michelle . Of course , Michelle has yet to inform him of James ' true profession . You thought prostitution was bad , unfortunately , James befriends Reefer and you can figure out the rest if you know what's going on . There are humorous scenes like Sean playing Santa Claus and depressing the children who sit on his lap . Of course , don't forget his scene with the female dwarf .
","From the beginning, we see a small role for Charles Haidu as Reefery, the homeless man who lives across the street from the clinic. His performance is excellent, and he does   Joan Rivers' role with excellence. Despite his small part, despite his hardships, his life is improving.",71.95,7.2,952,280,164,46,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,42.13813781738281,-0.0897,-0.0649999999999999,0.6083284616470337,0.2244653833035431,13,22,25,9,80.92,5.9
0,"First Rate Cast but weak script hurts film ! We will never know who killed Lizzie BOrden's father and stepmother for sure . She claims to be innocent and the house where the murders occurred is now a bed and breakfast but quite haunted . Elizabeth Montgomery plays Lizzie Borden , Katherine Helmond plays her sister who has her doubts about her sister's guilt . While the Borden murders were brutal and horrible , Victorian women did not do such things . There were no witnesses to the actual murders and there is a lot of argument and discussion regarding Lizzie's involvement since she stood to inherit her father's estate along with her sister . The movie doesn't show doubt as it shows Lizzie doing the crimes . I still have more questions than answers about the BOrden murders but I don't think it was Lizzie .
","The film's weak plot and poor acting result in a film that is too unfocused to be truly shocking. Lizzi Borden' s mother and stepmother were killed by her and she claims that she is innocent. However, the house where the murders took place is now undergoing renovations and is haunted by the ghosts of her father and mother.",71.04,7.6,816,324,137,59,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,38.634273052215576,0.0263999999999999,0.0499999999999999,0.6285384893417358,0.2047615532689083,9,15,29,7,68.4,8.6
0,"A Wonderful Heartfelt Movie to be watched over and over again ! I read somewhere that Gwyneth Paltrow wore her fat-suit around to see people's reaction . Almost unrecognizable , she received negative , malevolent treatment from total strangers . People were not giving her the time of the day . Obesity is seen as a weakness or an embarrassment by the general population . Even though , the American population is getting more obese each day and not just by eating the wrong foods . One of the reasons I love this movie is that Gwyneth Paltrow's performance as Rosemary gives her a heart and soul . You cannot help but like Rosemary . When Hal sees her under Tony Robbins spell , you begin to see a pattern . He sees other people in the same light . Their inner beauty comes alive . The most heart-wrenching scene is at the pediatric burn unit where he is comforting Cadence . It is perhaps my favorite scene in the movie . Hal becomes more human and falls in love with Rosemary even though he does not see the actual person until the end of the film . I cannot help but like this film for not trying to change Rosemary nor anybody else . It was Hal who needed to be changed . Love is blind until you see the inner beauty of your soulmate . This film is also good to watch to gain a better tolerance and understanding of obesity . You do not have to be physically beautiful to have inner beauty . Inner beauty remains long after the physical beauty has faded away .
",Gwyneth Paltow's portrayal of RosemARY is one of the most heartbreaking and moving parts of this film. She is constantly being discriminated against by people who don't even recognize her. I am glad that this movie doesn'T try to change Rosemarry or anyone else - it is purely about recognizing her inner beauty.,75.4,5.9,1466,312,254,52,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,49.88607907295227,0.1301999999999999,0.1499999999999999,0.7669889330863953,0.1769278820837664,11,45,44,10,62.38,8.9
0,"Packs a punch ! I am big fan of Tennessee Williams ' A Streetcar Named Desire . Finally , I watched a video film of this yesterday and it still packs a punch . Imagine all the events take place in one day . Dame Elizabeth Taylor and Dame Judith Anderson playing southern wives and belles but they're not weak just desperate . Madeleine Sherwood deserved a Best SUpporting Actress nomination for her performance . I think she proved that she can handle the heat in the kitchen with those dames and of course , Paul Newman and Burl Ives . I felt sorry for this family who had lived the American dream . It's quite a tragedy . Brick and Maggie are trapped in a marriage which make neither one of them happy . HIs brother Goober and his wife , Mae , have provided plenty of heirs for the family fortune to a grandfather who does everything to avoid the children or Maggie puts it "" little monsters . "" I kind of felt sorry for Goober and Mae being treated like second class citizens for the favorite , Brick and Maggie . Of course , Mae isn't attractive but she breeds like a rabbit . Goober went to law school and has done everything to please his father , Big Daddy , but nothing does . Even his wife , Big Mama is trapped in a marriage . Nobody is really happy here . The casting of Larry Gates and Madeleine Sherwood is excellent and all the actors do a fantastic job especially creating SOuthern accents like Dame Judith and Dame Liz . I don't think you can remake this film to create the kind of magic and chemistry that this cast has already established . Burl Ives gives the best performance of the bunch here . It really is his movie . He created the role of Big Daddy on Broadway before bringing it to film . This is his WIlly Loman role that Lee J . Cobb made famous . I wouldn't want to see a live stage production after this of this play . This film is colorful , brilliant , tragic , and yet so human the entire time .
","I have always been a fan of Tennessee William's play, and I found this video version to be extremely captivating. The casting of Larry Gate and Madeleine Sher Wood is excellent, with the two leading roles being played by Dame Elizabeth and Judith Anderson. I felt pity for Goobert and MaE, who were married to the same man, but were treated as the ""little monsters"" by the grandfather.",74.69,6.2,1929,385,313,62,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,71.71448087692261,0.0934,0.18,0.5568135976791382,0.480544570884445,29,41,51,25,65.35,9.8
0,"A Promising Movie Why would Ron Clarke leave a comfortable job in the SOuth to go up to NEw York City in the first place is a good question . He wants to make a difference . Matthew Perry best known for playing Chandler Bing on Friends is very good in this role as the teacher who wants to make good . He goes to New York City in hopes of making a difference . For starters , he gets and prefers to work in one of the poor sections of the city , Inner Harlem . In the meantime , he has to work so he gets a job at a theme restaurant where the other workers are aspiring actors and he's an aspiring teacher . Once he takes a job of teaching , he is in for a challenge . Since I am planning to become a teacher myself , he does at least visit the students ' homes before getting in the classroom . THere are some awkward cheesy moments in this film but it's still worth watching . The Ron Clark Story is true and suitable family viewing . It also shows Ron's persistence in achieving the unthinkable with the forgotten students . When they get to go see a Broadway show , their faces light up . Imagine , they live north of Broadway and most have never seen a show . He helps boost their spirits and shows that faith , trust , and hard work can make a difference . If only all our schools had teachers like Ron Clark .
","What makes The Roan Clark Story a worthy family film is the portrayal of aspiring teacher and teacher, Matthew Clarke, who leaves his comfortable job in the East to work in one of the city's poorest neighborhoods, Inner Harlemm. While he has to put in long hours of work, despite his desire to be able to teach, his determination is evident. He visits the homes of his students before they go to the classroom, and demonstrates that faith, trust, hard work and determination can make measurable difference in their lives.",80.41,6.1,1317,521,233,86,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,62.62699580192566,0.2245999999999999,0.325,0.5515222549438477,0.0204437230291166,13,23,39,10,57.95,12.6
0,"Just a Disgrace ! I tried to like Will and Grace . Believe me I tried . But i always get the wrong impression watching this show . Even when they advertise for Will and Grace , he has his arms around her . Isn't he supposed to be gay ? I don't get the relationship between a straight woman and this metro homosexual played by Eric McCormack . There always seems to be unspoken attraction and desire for Will and Grace to get together . Now Will is gay so forget about it . But I think it provides the wrong impression that straight heterosexual women need the company of gay men for platonic friendship . Heterosexual women are very competitive and vicious about going after men and they probably feel comfortable with gay men as friends but it's still sending the wrong message of heartbreak and the lack of realism . I also find Megan Mullally's character as Karen annoying and Sean Hayes ' Jack equally annoying . These four characters are the most shallow , vain , characters on television . Why would anybody straight or gay want them ? Over the last 8 years , this show has been considered a breakthrough but I think it sets women back . I liked Debra Messing better on Ned and Stacey . DOn't get me wrong about gays and straights having friendship . I think it's possible and happens all the time but Will and Grace's relationship should have ended when Will got out of the closet in the first place . YOu shouldn't run back to your best female former girlfriend for love and support if you're a gay man . Thank God , these characters ' haven't reproduced . They're too vain and shallow for that in the first place . So don't get me wrong about gay rights ? I support gay equal rights and discrimination and even gay marriages or civil unions but I don't support this show because I'm a feminist and I don't think this will help women like Grace .
","Despite my conviction in the importance of gay rights and equality, I find Will and Gloria to be a disguse. During the show, Will has clung to her, despite being gay. This seems to suggest that Will is attracted to women, which is sadly inaccurate. I don' t think Will or Gloria would have benefited from being in sex with 'Mom'.",74.29,6.4,1855,329,327,61,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,58.953240156173706,0.0142000000000001,0.025,0.6390911340713501,0.1490255907985302,14,59,55,16,72.87,6.9
0,"Still Fresh & Alive 50 years later ! I got this movie from Blockbuster for $5 . 00 and it's worth it . It is a classic film with great performances by Richard Burton , Victor Mature , and the always fabulous Jean Simmons . If you're really interested in Christian movies , this is a fabulous film with wonderful scenery and acting . It will make you a believer in great film-making . The Robe is about Jesus Christ and his infamous Robe . The writing could be better but the acting is superb with a first rate cast . The costumes are colorful and the scenery is well done to recreate another era in history . I recommend watching if you are a fan of the above listed actors . I wish Jean well and she is always fabulous to watch again and again . I wish Jean became a Dame because she truly is one .
","The Robo is a wonderful film that captures the essence of '70s Christianity, despite its sometimes dated script and substandard acting. It has dazzling cinematography and evocative imagery, and it's complemented by outstanding performances from Richard Burton, Victor Maure, as well as the always captivating and captivating Joan Bennett.",76.32,5.6,800,338,140,45,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,43.43158411979675,0.4662999999999999,0.48,0.4976028203964233,0.0592076356997617,12,25,17,10,29.69,15.2
0,"Orson and H . G . Wells would be proud ! I loved this series when it was on the air in New Jersey . Back in the 1980s when syndicated or independent programming ruled television on the weekends , now it's all infomercials . Anyway , I loved Ann Robinson who reprised her film role as Sylvia Van Buren . She appeared to be the only person who knew how to deal with the aliens . My favorite moment is when her stepson visited her at the nursing home ( it's too nice to be a sanitarium ) , the old guy approached him and said "" It's not safe in here "" and he replied "" It's not safe out there . "" The show was really well-written with characters like Van Buren who provided a connection to the original program . I think Orson Welles and H . G . Wells would be proud of this show . It paved the way for shows like the X-Files . I only wished that they made more syndicated programs today .
","I remember watching this show in the 1980's in New York City, where syndicated or independent programming dominated TV on the weekend, but today, infomercial-driven programming dominates. I loved Ann Robbins as Sylvia Van Burden, who seemed to be the only person who knew how to deal with the aliens  My favorite moment was when her stepson visited her at the nursing hcare (it'd be more appropriate to call it a sanitarum ). The show was really good-written with characters like Van Brigen who provided ties to the original program  despite the fact that it was aired in syndication.",83.36,4.9,887,584,155,95,google/flan-t5-xl,./chatgpt_paraphrases_out_100000_xl,58.71309518814087,0.3661999999999999,0.5,0.8133063316345215,0.0143562553850515,9,21,27,8,46.74,14.9
